Symbol,Company_Name,Sector,Industry,Current_Price,Previous_Close,Day_High,Day_Low,52_Week_High,52_Week_Low,PE_Ratio,Dividend_Yield,Last_Updated,Market_cap (in Cr.),Profit_Margins (%age),Operating_Margins (%age),EBITDA (in Cr.),Volume (in Cr.),Avg_Volume (in Cr.)
NSE:PGEL,PG Electroplast Limited,Technology,Electronic Components,588.25,568.85,592.95,567.1,1054.2,465.0,60.45735,0.04,18-Oct-2025,16716.6230528,5.328,6.677,510.4897536,296.30305445,322.826952825
NSE:PFC,Power Finance Corporation Limited,Financial Services,Credit Services,396.45001220703125,401.55,401.5,393.5,523.9,357.25,5.3807006,3.69,18-Oct-2025,130865.1159552,51.127,93.619,,299.9304904601135,183.8599570712036
NSE:PFIZER,Pfizer Limited,Healthcare,Drug Manufacturers - General,5354.0,5321.5,5399.5,5249.0,5993.0,3701.0,30.305088,0.66,18-Oct-2025,24493.3361664,34.832,32.437,738.4974848,9.6891338,20.8463344
NSE:PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,1687.800048828125,1694.9,1694.9,1663.1,1902.0,1338.05,60.712234,0.15,18-Oct-2025,60357.9940864,25.692999999999998,49.407002,2192.8275968,78.43848190922851,124.47626628110352
NSE:PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,Household & Personal Products,13758.0,14084.0,14182.0,13701.0,16572.0,12105.6,62.219612,0.92,18-Oct-2025,44659.4809856,16.666001,27.436,1029.9599872,12.1166706,21.5890536
NSE:PNB,Punjab National Bank,Financial Services,Banks - Regional,113.69999694824219,116.11,116.73,112.75,117.85,85.46,7.761092,2.5,18-Oct-2025,130674.7600896,31.669000000000004,44.065,,190.3037667221634,171.26245097324068
NSE:PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,1542.699951171875,1523.0,1545.2,1515.3,1620.0,1311.1,72.35928,0.66,18-Oct-2025,157002.7470848,16.163,22.496,3059.9974912,126.29637117258301,96.95329248132325
NSE:PIIND,PI Industries Limited,Basic Materials,Agricultural Inputs,3573.10009765625,3550.3,3594.0,3513.1,4715.0,2951.1,33.66086,0.56,18-Oct-2025,54205.0844672,20.634000999999998,22.236,2069.5750656,61.85179193046875,72.628261825
NSE:PNBHOUSING,PNB Housing Finance Limited,Financial Services,Mortgage Finance,838.8499755859375,843.4,846.85,833.3,1141.9,746.7,10.740717,0.59,18-Oct-2025,21852.7596544,58.946997,76.12100000000001,,67.34581201495361,223.4276071123169
NSE:POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1646.9000244140625,1691.0,1689.1,1637.1,2246.9,1311.35,202.8202,,18-Oct-2025,75457.921024,7.101,0.068000006,179.1500032,481.92346088415525,204.8692576470337
NSE:POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,7439.5,7578.0,7619.5,7239.5,7794.5,4555.0,50.605404,0.46,18-Oct-2025,111988.2706944,9.3839996,13.069999,3210.6080256,828.30723445,185.3134813
NSE:POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Credit Services,526.4000244140625,539.4,539.4,524.25,570.4,267.2,,,18-Oct-2025,42515.447808,-28.392,15.839,,63.05272132434082,171.6344124402832
NSE:POLYMED,Poly Medicure Limited,Healthcare,Medical Instruments & Supplies,1905.199951171875,1920.5,1927.4,1888.0,3357.8,1821.2,53.62229,0.18,18-Oct-2025,19311.009792,21.181999,20.555,457.4459392,12.913635789038086,34.150709124755856
NSE:POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,289.75,291.85,291.5,288.0,345.4,247.3,18.1207,4.03,18-Oct-2025,269485.0019328,33.551997,53.735,38637.7252864,413.618733475,310.503894275
NSE:POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,17439.0,17700.0,17785.0,17372.0,21800.0,8801.0,149.28094,0.03,18-Oct-2025,77729.7461248,7.728,9.4160005,683.7000192,106.1965344,235.7787678
NSE:PPLPHARMA,Piramal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,192.63999938964844,194.16,195.36,191.13,307.9,181.73,260.3243,0.07,18-Oct-2025,25479.1811072,1.0739999999999998,-4.684,1275.9100416,34.17344974772644,74.67202197141266
NSE:PREMIERENE,,Technology,Solar,1065.699951171875,1067.7,1075.9,1050.0,1388.0,774.05,45.58169,0.07,18-Oct-2025,47861.9140096,15.665000000000001,21.461001,1938.20672,83.39112774919434,101.85288742331542
NSE:POWERMECH,Power Mech Projects Limited,Industrials,Engineering & Construction,2666.89990234375,2737.7,2744.0,2660.0,3415.0,1700.0,26.47047,0.05,18-Oct-2025,8431.7487104,5.776,11.951,660.7300096,20.37938229375,23.46818576064453
NSE:PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,1706.199951171875,1696.9,1726.0,1680.2,1900.0,1048.05,139.62357,0.11,18-Oct-2025,73491.1922176,6.766,29.368,2745.9500032,147.88095650793457,128.52036442199707
NSE:PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management,2664.0,2677.4,2705.0,2646.1,3735.2,1570.0,54.367348,0.09,18-Oct-2025,11061.6387584,17.252001,22.940001,,2.3778864,7.8297624
NSE:PTCIL,PTC Industries Limited,Industrials,Metal Fabrication,16760.0,16680.0,16893.0,16401.0,17995.0,9756.3,401.91846,,18-Oct-2025,25134.6239488,17.1,0.164,67.2907008,28.949548,33.76302
NSE:PVRINOX,PVR INOX Limited,Communication Services,Entertainment,1092.5999755859375,1098.1,1129.0,1073.1,1623.9,830.0,,,18-Oct-2025,10729.3270016,-2.557,6.0450003,1909.8499072,102.85430242172852,43.856635240026854
NSE:PSB,Punjab & Sind Bank,Financial Services,Banks - Regional,29.600000381469727,30.24,30.97,29.0,56.3,25.22,17.724552,0.23,18-Oct-2025,21002.9330432,24.500999,28.038,,18.610831519846915,5.582509751944542
NSE:RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,3108.5,2997.9,3130.0,2996.5,3130.0,1845.5,103.68579,0.13,18-Oct-2025,41615.835136,7.675999999999999,13.008000000000001,742.7052032,218.07526325,87.6497528
NSE:RAJESHEXPO,Rajesh Exports Limited,Consumer Cyclical,Luxury Goods,177.86000061035156,180.69,181.1,177.07,281.85,151.11,71.42972,,18-Oct-2025,5251.7838848,0.014999999,0.023,165.9173248,4.276216850674438,7.613813120127869
NSE:RAMCOCEM,The Ramco Cements Limited,Basic Materials,Building Materials,1023.5999755859375,1029.1,1029.9,1012.55,1209.0,788.2,75.934715,0.19,18-Oct-2025,24186.888192,3.771,10.299999999999999,1311.0649856,10.467947510327148,31.11160473795166
NSE:RAINBOW,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities,1348.800048828125,1317.0,1362.0,1325.1,1709.6,1218.0,53.630222,0.23,18-Oct-2025,13706.100736,16.729,19.674,451.2782336,74.72932254528808,24.83855753918457
NSE:RAILTEL,RailTel Corporation of India Limited,Communication Services,Telecom Services,368.1499938964844,372.75,371.75,365.0,478.95,265.5,37.262146,1.26,18-Oct-2025,11815.3469952,8.66,9.696,525.6974848,23.942377148062135,69.4898207629364
NSE:RATNAMANI,Ratnamani Metals & Tubes Limited,Basic Materials,Steel,2386.0,2314.5,2444.0,2295.1,3769.65,2256.0,29.36977,0.6,18-Oct-2025,16723.951616,11.359,15.492,859.1115264,6.5235626,5.2115012
NSE:RBLBANK,RBL Bank Limited,Financial Services,Banks - Regional,299.5,306.75,305.5,298.0,307.85,146.1,31.39413,0.33,18-Oct-2025,18370.9908992,7.965,13.150999999999998,,344.9603263,404.39367535
NSE:REDINGTON,Redington Limited,Technology,Information Technology Services,268.8999938964844,271.7,274.35,267.1,334.8,158.61,12.872188,2.5,18-Oct-2025,21025.7821696,1.5700001000000001,1.3350001,2154.262528,45.6637633735199,197.76094089120483
NSE:RECLTD,REC Limited,Financial Services,Credit Services,374.95001220703125,377.5,378.0,371.05,573.3,348.6,5.856764,5.06,18-Oct-2025,98732.736512,78.215,96.138,,297.51514821102904,194.1013476892456
NSE:RELAXO,Relaxo Footwears Limited,Consumer Cyclical,Footwear & Accessories,438.25,441.2,440.25,435.0,792.0,390.35,62.428776,0.68,18-Oct-2025,10909.7336832,6.486,9.137,397.8249984,4.2568099,19.955582275
NSE:RELIANCE,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1416.800048828125,1398.3,1423.3,1399.1,1551.0,1114.85,23.093725,0.39,18-Oct-2025,1917280.7409664,8.345999599999999,11.928999999999998,171193.5062016,2738.7195486263186,1497.6925309759765
NSE:RELINFRA,Reliance Infrastructure Limited,Utilities,Utilities - Independent Power Producers,223.72000122070312,230.01,231.69,223.0,423.4,198.13,1.7384412,,18-Oct-2025,9131.8296576,23.451,16.033001,4499.2749568,18.723440110162354,33.6610232436676
NSE:RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction,331.6499938964844,336.05,335.5,328.8,501.8,301.6,57.67826,0.51,18-Oct-2025,69170.266112,6.033,1.126,1007.3225216,122.09263380307007,174.39489912052613
NSE:RPOWER,Reliance Power Limited,Utilities,Utilities - Independent Power Producers,44.63999938964844,45.05,45.48,44.5,76.49,31.27,5.9125824,,18-Oct-2025,18439.4743808,41.336,19.009999999999998,2513.4600192,55.125203150286865,80.8419362866684
NSE:RRKABEL,R R Kabel Limited,Industrials,Electrical Equipment & Parts,1263.199951171875,1277.5,1280.4,1254.6,1742.0,853.55,42.431976,0.47,18-Oct-2025,14285.2407296,4.256,5.915,515.9095296,8.757891581469726,15.794546909472656
NSE:RKFORGE,Ramkrishna Forgings Limited,Industrials,Metal Fabrication,535.0,552.35,553.95,531.65,1029.9,513.2,33.291847,0.36,18-Oct-2025,9672.237056,9.097999,6.79,527.6388352,21.975874,25.662987
NSE:RITES,RITES Limited,Industrials,Engineering & Construction,248.3800048828125,251.65,251.23,246.17,316.0,192.4,30.931509,3.02,18-Oct-2025,11944.3521536,17.368001,20.145,524.0999936,7.815723937646484,30.093423335595702
NSE:SAGILITY,Sagility Limited,Healthcare,Health Information Services,45.13999938964844,45.81,46.39,45.01,56.4,27.02,31.788733,,18-Oct-2025,21131.517952,11.305001,14.809,1258.3650304,57.787987976631165,133.3813494045105
NSE:SAFARI,Safari Industries (India) Limited,Consumer Cyclical,Footwear & Accessories,2158.60009765625,2202.9,2208.9,2150.1,2744.7,1670.15,71.006584,0.14,18-Oct-2025,10575.11424,8.05,11.715999,202.8724992,2.2147237001953126,8.618426749902344
NSE:SAIL,Steel Authority of India Limited,Basic Materials,Steel,128.67999267578125,131.38,132.16,128.02,139.98,99.15,17.531334,1.22,18-Oct-2025,53159.69024,2.9070001000000003,5.12,11360.6500352,167.38784810060426,157.78745849104004
NSE:SAILIFE,,Healthcare,Diagnostics & Research,871.8499755859375,880.1,881.6,866.2,943.0,636.1,74.45345,,18-Oct-2025,18293.92384,12.770999999999999,16.761999,510.1855232,8.525646541259766,127.52192134405517
NSE:SAMMAANCAP,Sammaan Capital Limited,Financial Services,Mortgage Finance,166.75999450683594,166.89,167.5,165.02,170.25,97.61,,1.4,18-Oct-2025,13592.162304,0.0,62.176995999999995,,176.0072364262268,361.25722892799223
NSE:SANOFI,Sanofi India Limited,Healthcare,Drug Manufacturers - General,4676.10009765625,4689.2,4720.0,4665.1,6970.85,4623.5,29.678219,2.5,18-Oct-2025,10778.3061504,18.288,21.117,499.2,6.421688264111328,5.403233662841797
NSE:SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,Restaurants,288.3500061035156,287.75,293.0,284.4,374.65,271.4,1109.0386,,18-Oct-2025,9267.0763008,0.30399999,2.691,306.4175104,14.776063537765502,14.459311056060791
NSE:SBFC,SBFC Finance Limited,Financial Services,Credit Services,112.83000183105469,107.91,113.95,107.17,120.5,77.61,33.6806,,18-Oct-2025,12326.5417216,42.439997,56.733,,76.55658918339385,21.970099994540405
NSE:SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,Steel,528.0499877929688,544.4,548.5,525.0,639.75,396.6,19.873919,0.28,18-Oct-2025,18616.0381952,17.485,32.828,1576.3250176,30.29697365961914,100.19056772887573
NSE:SANOFICONR,,Healthcare,Drug Manufacturers - General,4683.7001953125,4715.2,4747.8,4672.5,5894.5,4537.45,53.984554,1.17,18-Oct-2025,10786.852864,27.62,30.421,257.1000064,0.6346413764648438,4.419071134277344
NSE:SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,927.0,934.85,939.6,923.1,1027.25,659.8,46.984287,0.27,18-Oct-2025,88227.3288192,18.332,27.589000000000002,,27.076743,87.0470613
NSE:SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,1844.0999755859375,1835.7,1852.4,1820.1,1912.0,1372.55,74.418884,0.15,18-Oct-2025,184883.5571712,2.052,1.6820000000000002,,218.26011230045165,165.5961207876709
NSE:SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,3877.5,3932.0,3963.6,3849.0,4392.0,2823.0,59.764183,0.71,18-Oct-2025,60606.742528,11.532,14.852001000000001,1553.4199808,14.6561745,23.247939
NSE:SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Electrical Equipment & Parts,822.8499755859375,827.4,840.0,818.0,1052.0,540.0,75.35256,,18-Oct-2025,19674.6739712,9.779,10.032,371.1024896,7.214584015942383,8.944626089611816
NSE:SBIN,State Bank of India,Financial Services,Banks - Regional,889.1500244140625,886.95,894.75,883.0,894.75,680.0,9.99045,1.79,18-Oct-2025,820740.4105728,22.672,35.021,,756.6727169965332,770.5891596886474
NSE:SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Cyclical,Auto Parts,2679.10009765625,2685.0,2703.9,2630.0,2785.0,1662.55,22.473787,0.37,18-Oct-2025,11801.3886464,14.279,16.983,745.0225152,10.28158244477539,18.813980435791017
NSE:SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping,225.2100067138672,228.8,233.75,224.49,243.65,138.26,11.57892,2.88,18-Oct-2025,10492.5519872,16.759,18.186000999999997,1729.6699392,42.12032940467377,63.6645492349411
NSE:SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,29690.0,30010.0,30040.0,29550.0,32490.0,23500.0,72.213844,0.4,18-Oct-2025,107190.3145984,7.648000000000001,12.854,4499.4473984,49.04788,91.041416
NSE:SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery,803.4500122070312,805.9,809.7,801.0,1387.0,691.675,23.403728,0.12,18-Oct-2025,9914.4097792,16.035,22.092,610.2674944,15.130008214874268,39.75719729904175
NSE:SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,675.5,672.5,679.65,670.1,717.5,493.35,13.234717,1.92,18-Oct-2025,127068.864512,52.581999999999994,61.468999999999994,,237.5343061,392.79223935
NSE:SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,Steel,918.0,916.1,929.0,913.9,1001.0,628.25,27.759298,0.49,18-Oct-2025,25545.5510528,5.795999999999999,8.586001,1905.8999296,9.5896116,29.6905986
NSE:SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,3121.199951171875,3119.0,3142.4,3101.5,4717.0986,2450.0,45.906754,0.38,18-Oct-2025,111152.3328,10.742,10.3590004,2829.9749376,69.10960931884766,117.85401319628906
NSE:SIGNATURE,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,1068.300048828125,1067.2,1074.4,1056.0,1503.95,988.0,116.37255,,18-Oct-2025,15033.966592,4.3449998,2.9649999,78.9014976,34.836623612255856,33.085038852197265
NSE:SOBHA,Sobha Limited,Real Estate,Real Estate - Development,1525.800048828125,1546.5,1547.0,1510.0,1759.85,1075.3,154.12122,0.19,18-Oct-2025,16312.5624832,2.406,0.017999999,253.7372416,20.494546255859376,27.161987309228515
NSE:SKFINDIA,SKF India Limited,Industrials,Tools & Accessories,2219.60009765625,2225.8,2268.0,2175.0,5365.0,2175.0,20.862864,0.65,18-Oct-2025,10973.2511744,10.5100006,11.2799995,717.9075072,2.6009273944335938,7.273851480029297
NSE:SJVN,SJVN Limited,Utilities,Utilities - Renewable,90.05999755859375,88.97,91.25,87.89,124.5,80.54,50.312847,1.64,18-Oct-2025,35391.73376,22.132999,63.429,2296.1774592,55.883435289074704,41.198116997174075
NSE:SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,14058.0,14035.0,14164.0,13931.0,17820.0,8482.5,101.17309,0.07,18-Oct-2025,127210.9203456,15.751000000000001,22.227,1996.1024512,111.4686936,170.5643082
NSE:SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Auto Parts,462.20001220703125,468.55,471.15,460.1,744.9,380.0,48.60147,0.68,18-Oct-2025,28739.01056,16.643,16.227,884.0722432,108.89302871594238,185.9036392498474
NSE:SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,129.39999389648438,131.83,133.01,129.0,241.0,109.3,,,18-Oct-2025,4199.309312,0.0,-568.0500000000001,-283.5895808,2.030868204208374,3.1913273494720458
NSE:SONATSOFTW,Sonata Software Limited,Technology,Information Technology Services,366.8999938964844,370.8,370.0,363.0,687.1,286.4,23.778353,1.52,18-Oct-2025,10178.039808,4.0430002,4.5050003,654.0774912,11.870755782525634,83.33267477373047
NSE:SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,Agricultural Inputs,526.4000244140625,517.7,532.0,515.05,665.0,446.2,47.08408,0.23,18-Oct-2025,26275.0322688,16.551,19.253999,667.4205184,29.660114655615235,25.150656206469726
NSE:SUNDARMFIN,Sundaram Finance Limited,Financial Services,Credit Services,4488.2001953125,4490.6,4510.0,4452.5,5419.0,3925.05,25.758724,0.78,18-Oct-2025,49465.8158592,47.134998,57.160999999999994,,12.881583380566406,36.858895283984374
NSE:STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Insurance - Diversified,503.95001220703125,490.45,508.6,490.65,562.5,327.3,50.852676,,18-Oct-2025,29621.4986752,3.566,8.821,827.8317056,83.3529288590332,51.1071833779541
NSE:SUNDARMHLD,TSF Investments Limited,Financial Services,Asset Management,639.4500122070312,684.25,694.0,666.95,701.5,240.0,32.962246,0.85,18-Oct-2025,15029.1136512,266.027,79.29899999999999,116.3992064,9.44083998022461,20.87900207357788
NSE:SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Auto Parts,985.4500122070312,991.95,994.0,977.65,1403.2,831.15,37.916508,0.73,18-Oct-2025,20707.1002624,9.1070004,12.2880004,932.4725248,5.606816389453125,9.058946327215576
NSE:SUNTV,Sun TV Network Limited,Communication Services,Broadcasting,567.75,570.1,571.35,560.4,782.9,518.05,13.368259,2.63,18-Oct-2025,22374.15424,41.903,39.666998,2144.7274496,13.9636977,29.475365775
NSE:SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,52.91999816894531,53.61,53.95,52.0,74.3,46.15,34.588234,,18-Oct-2025,72566.6430976,17.516000000000002,17.086000000000002,2072.9575424,918.8522196433182,330.36808080512236
NSE:SYNGENE,Syngene International Limited,Healthcare,Diagnostics & Research,638.6500244140625,640.4,644.65,631.5,960.6,599.55,50.606182,0.2,18-Oct-2025,25666.8418048,13.608,11.4350006,1023.4749952,19.51714474609375,55.7824393274292
NSE:SWIGGY,,Consumer Cyclical,Internet Retail,432.1499938964844,448.4,447.0,424.95,617.3,297.0,,,18-Oct-2025,100346.4753152,-21.825,-25.035,-3621.3231616,796.2998033733764,700.7933582722717
NSE:SWANCORP,Swan Corp Limited,Industrials,Conglomerates,427.1000061035156,430.15,435.6,424.8,809.8,362.2,21.080948,0.02,18-Oct-2025,13397.0804736,12.686,-0.27700001,-487.2553984,20.04132610640259,69.26776234987793
NSE:SYRMA,Syrma SGS Technology Limited,Technology,Electronic Components,787.0,789.85,807.0,782.15,875.0,370.0,70.1426,0.19,18-Oct-2025,15138.2016,5.609999999999999,6.9959999999999996,369.3152512,68.408401,118.1316906
NSE:TARIL,,Industrials,Electrical Equipment & Parts,484.1499938964844,484.6,489.9,480.6,648.9,356.0,60.217663,0.04,18-Oct-2025,14532.5277184,11.745,15.234,370.2938624,21.287300591638182,42.533884168789676
NSE:TATACOMM,Tata Communications Limited,Communication Services,Telecom Services,1926.9000244140625,1971.3,1978.5,1916.0,2004.0,1291.0,38.331013,1.27,18-Oct-2025,54996.0482816,6.916,8.112001000000001,4061.960192,128.93658823364257,161.16476190197753
NSE:TATACHEM,Tata Chemicals Limited,Basic Materials,Chemicals,902.7000122070312,920.95,920.35,894.8,1247.35,756.0,72.10064,1.19,18-Oct-2025,23005.5886848,2.2739999,9.922,1938.4999936,52.07983288426514,72.2560808571045
NSE:TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1166.0,1149.3,1173.5,1142.5,1180.5,882.9,86.69145,0.72,18-Oct-2025,115385.5782912,7.327999999999999,9.584,2347.5474432,233.3077384,135.4836032
NSE:TATAELXSI,Tata Elxsi Limited,Technology,Software - Application,5369.5,5403.5,5420.0,5335.5,7485.0,4700.0,49.934902,1.39,18-Oct-2025,33452.3465728,18.178,18.503,813.524224,104.10869855,89.05584225
NSE:TATAINVEST,Tata Investment Corporation Limited,Financial Services,Capital Markets,889.0,906.0,926.0,885.0,1184.7,514.515,138.25816,0.3,18-Oct-2025,45051.2060416,105.862,91.756,269.3132032,203.3450594,586.7789382
NSE:TATAMOTORS,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,396.6000061035156,396.8,402.5,392.25,917.65,376.3,6.511246,1.51,18-Oct-2025,146041.2612608,4.8600003,5.673,42166.0000256,656.6914799062195,527.999219845697
NSE:TATAPOWER,Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,397.79998779296875,399.0,400.5,394.55,465.55,326.35,31.347517,0.56,18-Oct-2025,127110.5978368,6.131,16.512999999999998,14259.1819776,198.849592638031,178.55996338064574
NSE:TATASTEEL,Tata Steel Limited,Basic Materials,Steel,172.22000122070312,174.0,174.31,170.99,177.82,122.62,47.443523,2.07,18-Oct-2025,217010.1563392,2.0920001,8.807000500000001,24640.1368064,372.6477786653442,389.4686784045715
NSE:TATATECH,Tata Technologies Limited,Technology,Information Technology Services,685.2000122070312,692.1,695.9,682.75,1074.95,597.0,40.568386,1.21,18-Oct-2025,27809.4184448,13.321,13.567000000000002,831.5924992,39.289711299957276,55.474957828302
NSE:TBOTEK,,Consumer Cyclical,Travel Services,1577.699951171875,1568.7,1584.0,1549.9,1845.55,996.0,73.41554,,18-Oct-2025,16784.6281216,12.672,12.505000999999998,305.3412608,13.450207623730469,44.41130700551758
NSE:TCS,Tata Consultancy Services Limited,Technology,Information Technology Services,2962.199951171875,2970.7,2988.8,2955.4,4494.9,2866.6,21.677279,2.09,18-Oct-2025,1071749.8441728,19.186,25.183,66924.0000512,1295.5732455641114,880.0174707740234
NSE:TECHM,Tech Mahindra Limited,Technology,Information Technology Services,1447.5999755859375,1463.8,1465.0,1440.1,1807.7,1209.4,28.665346,3.07,18-Oct-2025,128185.0998784,8.303001,12.142,7122.9997056,207.36594606273192,245.70852661607665
NSE:TEGA,Tega Industries Limited,Industrials,Specialty Industrial Machinery,1885.5999755859375,1897.3,1910.0,1842.3,2328.9,1200.05,63.296406,0.11,18-Oct-2025,12545.9324928,12.008000000000001,9.13,344.533504,32.795674695373535,72.08818410662842
NSE:TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction,1324.0,1342.9,1351.9,1314.0,1779.0,785.15,34.96171,0.67,18-Oct-2025,15402.6508288,19.054002,17.176001,379.352064,11.9738588,29.2231956
NSE:TEJASNET,Tejas Networks Limited,Technology,Communication Equipment,589.7000122070312,591.15,599.45,586.85,1459.9,542.25,59.3857,0.42,18-Oct-2025,10381.901824,2.316,-114.927,671.9275008,28.929385258850097,51.22924504046631
NSE:THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Lodging,441.6499938964844,438.8,449.8,438.4,474.4,382.5,57.20855,,18-Oct-2025,14749.2503552,18.346001,35.711999999999996,655.9600128,12.726497894122314,25.640829530648805
NSE:THERMAX,Thermax Limited,Industrials,Conglomerates,3145.199951171875,3167.2,3250.1,3113.2,5719.0,2950.05,52.82499,0.44,18-Oct-2025,35429.90848,6.481000000000001,8.196,971.7449728,49.31075935446778,63.02225854160156
NSE:TIINDIA,Tube Investments of India Limited,Industrials,Conglomerates,3136.39990234375,3179.0,3189.4,3108.9,4810.8,2407.1,93.96045,0.11,18-Oct-2025,60688.6756352,3.2849999999999997,7.6230004000000005,1907.545088,56.68039175517578,102.35264713310546
NSE:TIMETECHNO,Time Technoplast Limited,Consumer Cyclical,Packaging & Containers,223.57000732421875,220.28,227.0,220.28,256.775,153.3,28.516582,0.57,18-Oct-2025,10146.9069312,7.236,11.106,804.216576,30.11863596269531,43.651865074047855
NSE:TITAGARH,Titagarh Rail Systems Limited,Industrials,Railroads,866.8499755859375,880.95,885.6,859.95,1370.0,654.55,48.69944,0.11,18-Oct-2025,11676.8448512,6.593,9.300999000000001,405.2268288,98.82635837164307,122.46605068585205
NSE:TIMKEN,Timken India Limited,Industrials,Tools & Accessories,2957.699951171875,2947.2,2972.0,2918.6,3695.0,2202.0,48.952335,1.22,18-Oct-2025,22247.4452992,14.35,15.026,586.3067648,6.674937249804687,26.20255963742676
NSE:SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1679.0999755859375,1659.0,1692.0,1656.7,1922.7,1548.0,38.77829,0.96,18-Oct-2025,402872.3101696,19.287000000000003,24.344999,15338.7220992,267.6599539882324,416.69401335128174
NSE:SPLPETRO,Supreme Petrochem Limited,Basic Materials,Specialty Chemicals,776.7000122070312,775.75,787.0,763.0,979.0,518.05,41.71321,1.29,18-Oct-2025,14605.1710976,5.9949997999999995,6.959999999999999,458.5268224,3.1851690800598145,22.195057218829344
NSE:TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,3674.800048828125,3640.3,3715.0,3633.0,3740.0,2925.0,87.787865,0.3,18-Oct-2025,325971.3978368,5.8280002,9.962,5853.2499456,412.85459848571776,360.42034650900877
NSE:SUPREMEIND,The Supreme Industries Limited,Industrials,Building Products & Equipment,4209.0,4240.2,4266.0,4179.0,5156.75,3095.0,60.162952,0.8,18-Oct-2025,53495.8702592,8.540000000000001,8.656,1370.6524672,18.2982066,70.3765845
NSE:SRF,SRF Limited,Industrials,Conglomerates,3169.39990234375,3190.0,3210.0,3159.4,3325.0,2126.85,65.79614,0.25,18-Oct-2025,93948.8837632,9.508999999999999,16.182,3021.179904,52.737546615039065,124.23825759194337
NSE:TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3584.300048828125,3533.8,3603.5,3505.5,3787.9,2886.45,60.740555,0.91,18-Oct-2025,121308.9972224,16.917999000000002,26.149,3799.1223296,61.45712549721679,111.88679346420898
NSE:TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,1311.800048828125,1337.6,1335.6,1303.6,2037.0,1188.0,23.631779,1.42,18-Oct-2025,66102.0672,9.8000005,13.822000000000001,5012.7224832,41.29887621723633,72.99432663701172
NSE:TRENT,Trent Limited,Consumer Cyclical,Apparel Retail,4814.39990234375,4793.4,4850.0,4747.0,7850.0,4488.0,107.994606,0.1,18-Oct-2025,171145.8746368,8.842,11.363,2294.0798976,598.7943579339355,492.2189501757324
NSE:TRANSRAILL,,Industrials,Engineering & Construction,730.0,730.55,732.0,722.55,855.8,394.55,25.74956,0.11,18-Oct-2025,9800.6900736,6.396,11.254,754.0389888,28.225961,170.215122
