Symbol,Company_Name,Sector,Industry,Current_Price,Previous_Close,Day_High,Day_Low,52_Week_High,52_Week_Low,PE_Ratio,Dividend_Yield,Last_Updated,Market_cap (in Cr.),Profit_Margins (%age),Operating_Margins (%age),EBITDA (in Cr.),Volume (in Cr.),Avg_Volume (in Cr.)
NSE:5PAISA,5paisa Capital Limited,Financial Services,Capital Markets,367.20001220703125,365.65,369.7,364.5,607.05,311.65,19.235203,,17-Sep-2025,1148.8329728,19.168,21.983999,,0.3456453714904785,1.0286006741943359
NSE:20MICRONS,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,228.60000610351562,225.67,231.0,226.2,321.0,158.2,13.137932,0.55,17-Sep-2025,807.472384,6.603000000000001,10.824,115.8744064,1.1571275108947754,6.094910502731323
NSE:3IINFOLTD,3i Infotech Limited,Technology,Information Technology Services,24.899999618530273,24.52,24.96,24.65,34.88,20.22,10.163265,,17-Sep-2025,422.4956928,5.8319997,-1.9109999999999998,31.1275008,0.46837646282444,0.909188626071167
NSE:3MINDIA,3M India Limited,Industrials,Conglomerates,30410.0,30585.0,30760.0,30375.0,37133.75,25718.15,69.04772,0.52,17-Sep-2025,34300.9591296,10.808,18.944,799.4844672,3.989792,18.741683
NSE:AAATECH,AAA Technologies Limited,Technology,Information Technology Services,80.44999694824219,80.64,81.5,80.01,160.85,66.0,29.254545,1.86,17-Sep-2025,103.1916032,13.456000000000001,16.12,3.4494248,0.10793171590576171,0.22566224143981933
NSE:3PLAND,3P Land Holdings Ltd,,,46.0,45.54,46.89,45.01,82.06,34.05,,,17-Sep-2025,,,,,0.0190716,0.07107
NSE:63MOONS,63 moons technologies limited,Technology,Software - Application,939.7000122070312,930.5,942.15,931.0,1130.0,351.0,180.36469,0.13,17-Sep-2025,4329.9966976,-32.753,-205.53499999999997,-229.7157632,3.6693406076660158,24.718714851104735
NSE:A2ZINFRA,A2Z Infra Engineering Limited,Industrials,Engineering & Construction,18.3799991607666,18.49,18.38,18.35,26.8,12.35,33.41818,,17-Sep-2025,325.984,2.8199999,6.0650002,11.6803504,0.057036813395690916,0.47675328423137664
NSE:360ONE,360 One Wam Limited,Financial Services,Asset Management,1106.4000244140625,1091.1,1106.4,1089.5,1318.0,790.5,41.735195,1.1,17-Sep-2025,44774.6801664,28.326,61.460996,2357.7925632,16.417095482263182,144.44937438745117
NSE:21STCENMGM,Twentyfirst Century Management Services Limited,Financial Services,Capital Markets,53.150001525878906,53.17,54.23,52.21,125.81,51.7,,4.15,17-Sep-2025,56.238016,-128.09900000000002,69.624,-5.1900248,0.01897455054473877,0.03705618106384277
NSE:AARTECH,Aartech Solonics Limited,Industrials,Electrical Equipment & Parts,56.630001068115234,56.99,57.96,56.31,105.39,49.75,76.52703,0.22,17-Sep-2025,180.073216,7.774,-4.8410002,3.9679,0.2369625764694214,0.7011756842250824
NSE:AAKASH,Aakash Exploration Services Limited,Energy,Oil & Gas Equipment & Services,10.109999656677246,9.99,10.15,9.99,13.79,7.06,Infinity,,17-Sep-2025,102.363744,4.9050003,4.2129997,15.2442832,0.02105205228509903,0.68071537588377
NSE:AARON,Aaron Industries Limited,Industrials,Specialty Industrial Machinery,199.25999450683594,199.17,201.49,198.11,258.0,125.525,56.129578,0.3,17-Sep-2025,417.3799424,9.2930004,14.088999999999999,14.8094,0.11399664285736084,1.8434139871810913
NSE:AADHARHFC,,Financial Services,Mortgage Finance,533.7999877929688,537.8,546.05,532.1,546.05,346.05,24.747334,,17-Sep-2025,23115.7809152,48.196,61.937,,31.867912651239013,43.39873970755005
NSE:AARTIIND,Aarti Industries Limited,Basic Materials,Specialty Chemicals,389.1000061035156,390.6,398.7,388.5,593.85,344.2,59.677914,0.26,17-Sep-2025,14108.532736,3.338,4.836,884.1249792,26.92976706242676,47.73132575872498
NSE:AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,70.66999816894531,71.23,71.0,69.51,75.74,32.85,48.07483,,17-Sep-2025,203.6709376,0.9249999999999999,1.1879999,2.814825,0.019102100505065917,0.3679221444671631
NSE:AARVEEDEN,Varvee Global Limited,Consumer Cyclical,Textile Manufacturing,176.00999450683594,178.71,185.0,176.0,196.95,41.25,21.543451,,17-Sep-2025,453.4774272,75.57499399999999,382.627,-81.8132992,0.3393472694091797,0.4733260772277832
NSE:AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,920.7000122070312,912.45,924.0,910.6,971.0,557.05,31.337646,0.55,17-Sep-2025,8345.3353984,13.694,18.759999999999998,463.9443968,5.962637419055175,29.552444851818848
NSE:AARTISURF,Aarti Surfactants Limited,Basic Materials,Specialty Chemicals,499.6000061035156,505.05,510.0,490.4,918.0,396.0,27.709373,0.2,17-Sep-2025,424.7943936,2.0869998,3.373,44.1320256,0.11226012137145996,0.2188747626739502
NSE:AARTIDRUGS,Aarti Drugs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,508.8999938964844,510.65,513.0,506.8,564.05,312.0,24.66796,0.2,17-Sep-2025,4644.7300608,7.796,10.105,295.750784,1.7724477887420653,21.525248381835937
NSE:AARVI,Aarvi Encon Limited,Industrials,Staffing & Employment Services,123.56999969482422,125.95,127.32,123.0,168.0,88.0,15.822023,1.59,17-Sep-2025,182.685888,2.125,3.006,15.3135504,0.10828439073257447,0.7166565702301025
NSE:AAVAS,Aavas Financiers Limited,Financial Services,Mortgage Finance,1657.300048828125,1661.0,1675.0,1655.0,2234.0,1516.9,22.523785,,17-Sep-2025,13119.4191872,42.853,51.872003,,8.928869743066405,37.68982052043457
NSE:ABAN,Aban Offshore Limited,Energy,Oil & Gas Drilling,44.349998474121094,43.88,44.5,43.9,81.54,35.32,,,17-Sep-2025,258.8500992,-143.38601,28.722998,372.8037376,0.06304352283096314,0.577947005115509
NSE:ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,5372.2998046875,5349.0,5415.8,5349.0,8940.6,4684.45,63.166367,0.81,17-Sep-2025,113856.2301952,14.234,13.700000000000001,2200.0699392,56.132474509277344,168.11322886816407
NSE:ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,31080.0,30930.0,31220.0,30930.0,37000.0,25325.0,45.46851,1.54,17-Sep-2025,66118.6609152,22.038000999999998,24.511999,1709.377536,5.923848,28.180236
NSE:ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,290.25,290.7,294.5,290.25,295.0,149.01,22.430449,,17-Sep-2025,75826.0760576,11.4379995,16.823,,104.98417965,167.348194425
NSE:ABDL,,Consumer Defensive,Beverages - Wineries & Distilleries,548.0999755859375,551.9,556.6,545.35,565.5,279.0,62.07248,0.65,17-Sep-2025,15330.9052928,6.519,10.406,471.7369856,10.742375851501464,28.064363049926758
NSE:ABFRL,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,Apparel Manufacturing,91.0,86.68,91.6,88.05,364.4,70.55,,,17-Sep-2025,11065.4185472,-5.6760002,-11.135,1635.2700416,215.0731037,97.7049528
NSE:ABINFRA,,Industrials,Engineering & Construction,194.1999969482422,192.89,197.97,190.21,224.98,68.43,48.188583,0.03,17-Sep-2025,1240.5281792,8.129999999999999,13.927001,39.9719008,0.6987510090194702,1.0899086428726197
NSE:ABLBL,,Consumer Cyclical,Apparel Retail,145.5500030517578,142.16,145.85,143.1,175.0,129.5,,,17-Sep-2025,17698.5899008,0.77,4.923,539.4574848,4.958481063964844,27.620936749130248
NSE:ABMINTLLTD,ABM International Limited,Basic Materials,Specialty Chemicals,45.2599983215332,45.26,45.26,45.26,110.62,39.62,,,17-Sep-2025,42.580608,-6.737,-1.2109999999999999,-5.20825,0.0008101539699554443,0.008947901668167115
NSE:ACC,ACC Limited,Basic Materials,Building Materials,1855.699951171875,1866.0,1881.7,1855.0,2544.9,1778.45,14.454742,0.4,17-Sep-2025,34847.6342272,10.674,8.599,2994.6724352,21.19561927229004,66.23160138728028
NSE:ABREL,Aditya Birla Real Estate Limited,Basic Materials,Paper & Paper Products,1934.199951171875,1922.2,1948.8,1910.0,3140.0,1638.0,,0.1,17-Sep-2025,21378.1315584,-19.06,-38.074002,-81.3950016,11.85761280065918,24.443065042944337
NSE:ABSLAMC,Aditya Birla Sun Life AMC Limited,Financial Services,Asset Management,829.9000244140625,841.25,846.3,828.35,911.85,556.45,24.662704,2.85,17-Sep-2025,23968.5910528,47.044000000000004,66.091,1334.0300288,8.549215101501465,27.581644321398926
NSE:ACCURACY,Accuracy Shipping Limited,Industrials,Integrated Freight & Logistics,7.349999904632568,7.21,7.51,7.2,12.5,6.51,40.833332,,17-Sep-2025,111.440704,1.4830001000000002,1.6740000000000002,38.3177504,0.10996922857313156,0.14717566309037208
NSE:ACCELYA,Accelya Solutions India Limited,Technology,Information Technology Services,1454.4000244140625,1457.6,1475.9,1451.5,1902.45,1218.5,16.825544,5.49,17-Sep-2025,2170.881024,24.401999999999997,33.134997,194.3885056,1.0675296179199218,1.5621710662231445
NSE:ACE,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,1136.9000244140625,1112.2,1152.6,1109.6,1600.0,917.45,32.043407,0.18,17-Sep-2025,13529.2239872,13.028999999999998,13.008000000000001,499.6984832,29.16114455621338,57.07340443560791
NSE:ACI,Archean Chemical Industries Limited,Basic Materials,Chemicals,715.0499877929688,714.05,724.0,710.15,730.0,408.35,56.25885,0.42,17-Sep-2025,8825.7191936,14.052000000000001,18.866,311.0313472,4.7604452937316895,16.09248599527588
NSE:ACEINTEG,Ace Integrated Solutions Limited,Industrials,Staffing & Employment Services,25.649999618530273,26.51,27.9,25.15,39.9,20.0,,,17-Sep-2025,26.163,-29.520999999999997,-109.09101000000001,-2.8775,0.07192516393032074,0.03964207441043854
NSE:ACL,Andhra Cements Limited,Basic Materials,Building Materials,98.05000305175781,96.13,98.05,98.05,109.99,48.15,,,17-Sep-2025,910.496256,-50.982000000000006,-10.178000500000001,-13.165,0.1551837398300171,0.6687500458145141
NSE:ACLGATI,Allcargo Gati Limited,Industrials,Integrated Freight & Logistics,62.650001525878906,62.46,63.33,62.5,119.85,52.01,54.956142,,17-Sep-2025,921.5753216,1.1809999999999998,-1.492,76.0875008,0.37583735915374755,1.3331982974708556
NSE:ACMESOLAR,,Utilities,Utilities - Renewable,306.20001220703125,311.0,312.4,305.1,324.3,167.75,48.52615,0.13,17-Sep-2025,18527.7956096,20.973,72.477996,1601.4052352,15.201483326025391,62.87354888652954
NSE:ACUTAAS,Acutaas Chemicals Limited,Basic Materials,Specialty Chemicals,1466.5,1459.6,1477.3,1452.1,1530.3,1059.0,62.805138,0.1,17-Sep-2025,12009.373696,18.224001,20.641000000000002,254.32576,13.8716235,51.41329025
NSE:ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,834.7000122070312,836.55,840.05,831.35,1090.95,588.0,40.717075,,17-Sep-2025,100270.8402176,9.506,27.125,8521.1324416,13.625309119262695,155.65368969635009
NSE:ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,2405.39990234375,2399.4,2417.0,2391.0,3211.0,2025.0,44.160084,0.05,17-Sep-2025,277667.3288192,6.758,9.227,13032.9403392,61.727372293945315,194.43785516606445
NSE:ADFFOODS,ADF Foods Limited,Consumer Defensive,Packaged Foods,235.0399932861328,231.32,236.7,230.29,353.95,205.0,37.18671,0.52,17-Sep-2025,2589.6148992,11.5609996,14.029999000000002,91.2788224,1.0080865312042235,2.8335481430603027
NSE:ADANIGREEN,Adani Green Energy Limited,Utilities,Utilities - Renewable,988.0999755859375,987.85,993.45,985.4,2091.0,758.0,99.00802,,17-Sep-2025,162757.8564608,13.846,59.868,9598.0003328,36.442708059570315,178.20896871679687
NSE:ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,1407.0,1408.2,1413.1,1396.2,1494.0,995.65,26.933384,0.5,17-Sep-2025,303996.4168192,34.596002,46.465,19204.521984,83.6430546,264.9506223
NSE:ADANIPOWER,Adani Power Limited,Utilities,Utilities - Independent Power Producers,631.5999755859375,637.35,640.25,628.6,678.0,432.0,20.224142,,17-Sep-2025,243604.3112448,22.42,32.579,20873.347072,155.78495505823975,326.82052312697755
NSE:ADL,Archidply Decor Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",85.88999938964844,86.89,87.99,85.27,133.64,62.0,373.43478,,17-Sep-2025,47.8085216,0.25600002,0.071999995,2.892075,0.00274847998046875,0.034922873751831056
NSE:ADROITINFO,Adroit Infotech Limited,Technology,Information Technology Services,10.729999542236328,10.63,10.99,10.5,30.4,9.95,44.708332,,17-Sep-2025,62.0271232,2.9879998000000003,8.9320004,-0.93,0.09603778790283203,0.0729672158870697
NSE:ADOR,Ador Welding Limited,Industrials,Specialty Industrial Machinery,983.4000244140625,986.95,986.95,973.6,1157.2,788.0,55.653652,2.03,17-Sep-2025,1711.3914368,3.279,-3.637,75.5900032,0.3162614478515625,1.5583940186889649
NSE:ADSL,Allied Digital Services Limited,Technology,Information Technology Services,203.3800048828125,194.49,209.53,188.9,315.0,147.61,36.060284,1.54,17-Sep-2025,1149.7539584,4.267,6.287,56.8649984,107.11622164768066,8.47055348536377
NSE:ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Consumer Cyclical,Lodging,60.709999084472656,60.33,63.0,60.17,79.8,52.29,22.319853,3.15,17-Sep-2025,561.1940864,23.912,11.136,33.0879264,0.42300298962097166,0.3449542147979736
NSE:ADVENZYMES,Advanced Enzyme Technologies Limited,Basic Materials,Specialty Chemicals,342.70001220703125,345.15,348.3,340.7,548.05,257.9,28.04419,1.51,17-Sep-2025,3834.1619712,20.483999,25.180000000000003,188.3767552,2.5447189406433104,23.180228825683592
NSE:AEROENTER,Aeroflex Enterprises Limited,Basic Materials,Steel,87.30000305175781,88.0,88.8,86.99,113.9,84.0,12.688953,0.34,17-Sep-2025,988.2447872,8.494,8.165,96.7151744,0.5374537387878418,5.336020626531982
NSE:AEGISLOG,,Energy,Oil & Gas Refining & Marketing,798.7999877929688,800.45,807.0,782.8,1037.0,609.85,42.286926,1.0,17-Sep-2025,28037.8802176,9.6370004,11.527,1062.8230144,89.83967666709594,54.954483600201414
NSE:AEGISVOPAK,,Energy,Oil & Gas Equipment & Services,246.75999450683594,248.96,250.51,245.41,302.0,220.0,199.0,,17-Sep-2025,27340.7606784,23.54,50.946999999999996,412.3606272,5.699514297122192,26.41896399588318
NSE:AEROFLEX,Aeroflex Industries Limited,Industrials,Metal Fabrication,187.25999450683594,187.63,190.8,186.15,272.0,148.01,51.163933,0.16,17-Sep-2025,2421.646336,12.747,11.3249995,73.9368256,17.080957850939942,82.92127230355224
NSE:AETHER,Aether Industries Limited,Basic Materials,Specialty Chemicals,729.9000244140625,734.9,744.95,729.15,1014.0,725.0,55.17007,,17-Sep-2025,9682.9997056,19.184999,25.958002,276.8029952,5.846061255541993,8.461074073010254
NSE:AERONEU,Aeroflex Neu Limited,Consumer Cyclical,Packaging & Containers,106.4000015258789,105.42,109.5,105.14,125.37,67.0,354.66666,,17-Sep-2025,275.822848,0.5499999999999999,0.23600000000000002,3.5918248,0.11085816158981324,0.13125504188232423
NSE:AFCONS,,Industrials,Engineering & Construction,456.3500061035156,455.05,459.6,451.65,570.0,390.0,31.537664,0.55,17-Sep-2025,16783.867904,4.1729997999999995,8.7969996,1407.8220288,15.550263362979125,58.28639182955933
NSE:AFFORDABLE,Affordable Robotic & Automation Limited,Industrials,Specialty Industrial Machinery,265.0,265.8,279.9,262.5,788.5,238.0,,,17-Sep-2025,299.370496,-4.861,-13.713999,0.7354,2.369365,1.68964
NSE:AFFLE,Affle 3i Limited,Communication Services,Advertising Agencies,2144.199951171875,2067.7,2148.0,2064.3,2148.0,1246.0,75.155975,,17-Sep-2025,30125.3656576,16.928,18.340999,533.5502336,99.75268454841309,63.84526890610351
NSE:AFSL,Abans Financial Services Limited,Financial Services,Capital Markets,214.58999633789062,215.39,218.0,213.28,418.5,165.49,9.28559,,17-Sep-2025,1086.0399616,2.246,2.786,201.9641728,0.22456843116760253,1.2262959930725097
NSE:AFIL,,Financial Services,Credit Services,7.679999828338623,7.66,7.85,7.64,12.2,6.42,10.520548,,17-Sep-2025,328.599552,50.71600000000001,65.544,,0.24844108244690896,1.0264127770578861
NSE:AGARIND,Agarwal Industrial Corporation Limited,Basic Materials,Specialty Chemicals,940.0,907.35,960.0,902.25,1380.0,766.85,15.671891,0.36,17-Sep-2025,1411.222016,3.927,3.914,173.1087488,5.5836,2.40076
NSE:AGARWALEYE,,Healthcare,Medical Instruments & Supplies,436.75,439.35,440.2,433.5,494.5,327.0,136.05919,,17-Sep-2025,13808.2009088,5.656000199999999,13.317001000000001,410.687488,1.7131082,13.01314095
NSE:AGI,AGI Greenpac Limited,Consumer Cyclical,Packaging & Containers,879.9500122070312,869.45,886.0,870.35,1307.9,599.1,16.34987,0.81,17-Sep-2025,5699.9202816,13.133000000000001,14.739999000000001,699.5705856,4.507455942529297,29.079884043408203
NSE:AGRITECH,Agri-tech (India) Limited,Consumer Defensive,Farm Products,140.0,141.11,142.3,139.01,261.0,117.5,,,17-Sep-2025,83.65504,0.0,0.0,,0.06713,0.140448
NSE:AGROPHOS,Agro Phos (India) Limited,Basic Materials,Agricultural Inputs,40.38999938964844,40.02,40.7,39.5,51.46,27.2,96.16667,2.5,17-Sep-2025,81.8870912,7.079000000000001,18.926000000000002,21.4438,0.021818677670288087,0.45944836005706785
NSE:AHCL,,Healthcare,Drug Manufacturers - Specialty & Generic,119.01000213623047,109.23,124.9,110.0,124.9,90.78,30.831608,,17-Sep-2025,632.556032,17.051001,16.928,32.7638016,13.842350873470306,15.845313011423492
NSE:AGSTRA,AGS Transact Technologies Limited,Technology,Software - Infrastructure,4.460000038146973,4.56,4.5,4.46,114.39,3.78,,,17-Sep-2025,58.0125568,-13.553001,-103.956,-24.9287504,0.0910464407787323,0.16511009341220856
NSE:AHLADA,Ahlada Engineers Limited,Industrials,Building Products & Equipment,60.970001220703125,58.84,61.35,58.41,114.99,53.05,21.243904,2.72,17-Sep-2025,78.7793408,2.0469999,7.7829999999999995,17.5129248,0.1702343404083252,0.19276885285949708
NSE:AGIIL,AGI Infra Limited,Real Estate,Real Estate - Development,1166.800048828125,1166.5,1179.9,1161.8,1207.6,443.0,39.37901,0.04,17-Sep-2025,2850.8893184,21.016000000000002,27.811999999999998,101.2649472,0.774755232421875,17.99380695300293
NSE:AHLEAST,Asian Hotels (East) Limited,Consumer Cyclical,Lodging,151.11000061035156,145.44,153.5,147.69,196.9,122.78,23.0,0.69,17-Sep-2025,261.2948736,9.851,18.938999000000003,35.4059744,0.05260139121246338,0.1422247325744629
NSE:AIIL,Authum Investment & Infrastructure Limited,Financial Services,Capital Markets,3268.89990234375,3284.6,3286.4,3250.0,3295.0,1325.5,13.577421,0.03,17-Sep-2025,55520.62464,93.878,96.545,,9.25229428359375,97.1912587864746
NSE:AHLUCONT,Ahluwalia Contracts (India) Limited,Industrials,Engineering & Construction,978.7000122070312,953.6,986.5,950.0,1243.0,620.0,29.408054,0.06,17-Sep-2025,6565.9224064,5.323,6.5280000000000005,367.2463872,4.32888802399292,6.737468754034424
NSE:AIAENG,AIA Engineering Limited,Industrials,Specialty Industrial Machinery,3136.800048828125,3100.3,3140.5,3099.0,4444.0,3001.1,26.486532,0.52,17-Sep-2025,29272.7422976,25.686999999999998,26.823000000000004,1166.2135296,6.772664985424805,19.84245606887207
NSE:AIRAN,Airan Limited,Technology,Information Technology Services,26.139999389648438,25.92,26.35,26.0,41.5,23.16,,,17-Sep-2025,326.8022784,-0.16699999,10.263,17.0002496,0.13927391674804687,0.4216878561538696
NSE:AJAXENGG,,Industrials,Farm & Heavy Construction Machinery,659.0999755859375,650.45,668.8,651.35,756.2,549.1,30.613096,,17-Sep-2025,7540.5647872,11.875,12.520999999999999,299.6347392,3.4246175631469726,10.248609160375976
NSE:AIROLAM,Airo Lam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",115.7699966430664,114.54,116.0,113.0,164.0,83.5,64.316666,,17-Sep-2025,173.678144,0.86199995,7.4590000000000005,15.3384496,0.01933358943939209,0.17774167584609984
NSE:AJANTPHARM,Ajanta Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2548.0,2555.8,2560.6,2535.0,3428.0,2327.3,34.261124,2.11,17-Sep-2025,31833.6925696,19.351,25.733,1292.48,4.523974,33.787754
NSE:AJOONI,Ajooni Biotech Limited,Consumer Defensive,Packaged Foods,5.860000133514404,5.68,5.94,5.7,9.3,5.01,29.300001,,17-Sep-2025,58.2316416,3.063,1.492,3.4697948,0.4989010733669758,0.3155627651897907
NSE:AKASH,Akash Infra-Projects Limited,Industrials,Engineering & Construction,30.299999237060547,28.6,31.0,29.2,41.8,23.0,151.5,,17-Sep-2025,51.0933728,1.117,4.838,6.0459,0.047998228791427615,0.044783398872375486
NSE:AJMERA,Ajmera Realty & Infra India Limited,Real Estate,Real Estate - Development,989.0499877929688,987.8,1008.1,982.5,1224.9,609.55,28.363924,0.46,17-Sep-2025,3892.811776,16.544001,29.836000000000002,244.722816,4.350138561309814,9.826508343719482
NSE:AKI,AKI India Limited,Consumer Cyclical,Footwear & Accessories,9.300000190734863,9.49,9.7,9.27,22.47,6.63,51.666664,,17-Sep-2025,96.2847616,1.923,4.8299997999999995,3.8236248,0.06434484131965637,0.08935440183258056
NSE:AKG,AKG Exim Limited,Industrials,Industrial Distribution,12.75,12.93,13.59,12.62,22.6,11.24,57.954544,,17-Sep-2025,40.5151648,0.57200002,0.0040000003,1.387075,0.048807,0.221685525
NSE:AKSHARCHEM,AksharChem (India) Limited,Basic Materials,Specialty Chemicals,268.8500061035156,267.45,272.25,265.7,368.1,195.0,49.787037,0.28,17-Sep-2025,216.0102144,1.212,2.5009999,24.5608256,0.017287055392456056,0.3400683727203369
NSE:AKSHAR,Akshar Spintex Limited,Consumer Cyclical,Textile Manufacturing,0.5799999833106995,0.57,0.59,0.57,1.73,0.49,,,17-Sep-2025,45.6731456,-5.963,-6.1490003,-3.2834,0.11256210476106406,0.12239211847820879
NSE:ALANKIT,Alankit Limited,Technology,Information Technology Services,13.75,13.73,13.97,13.69,27.6,13.0,21.153847,,17-Sep-2025,373.9284992,7.452,-13.557,18.384,0.437419125,0.783503875
NSE:AKZOINDIA,Akzo Nobel India Limited,Basic Materials,Specialty Chemicals,3392.0,3380.5,3419.9,3375.2,4674.0,3022.0,38.005604,2.96,17-Sep-2025,15459.6163584,10.0209996,11.677,594.5750016,4.996416,32.6517312
NSE:AKSHOPTFBR,Aksh Optifibre Limited,Technology,Communication Equipment,8.0,7.97,8.15,7.97,15.0,7.12,,,17-Sep-2025,130.4967936,-23.393998999999997,-14.634,-8.7228496,0.049264,0.1921328
NSE:AKUMS,,Healthcare,Drug Manufacturers - Specialty & Generic,476.20001220703125,475.0,478.0,472.35,939.95,405.0,21.325571,,17-Sep-2025,7290.7177984,8.276,8.988999999999999,464.800768,2.2098061566467284,14.128901982183837
NSE:ALBERTDAVD,Albert David Limited,Healthcare,Drug Manufacturers - Specialty & Generic,800.5499877929688,802.7,807.55,796.0,1540.0,762.6,72.777275,0.62,17-Sep-2025,456.8866816,1.925,-18.483,-9.8501752,0.06740630897216797,0.43726040333251953
NSE:ALEMBICLTD,Alembic Limited,Real Estate,Real Estate - Development,106.97000122070312,107.86,108.5,106.26,153.39,85.46,8.675589,2.23,17-Sep-2025,2747.8132736,143.30499,33.749,93.2929984,1.8626151462554932,4.753425944244385
NSE:ALKALI,Alkali Metals Limited,Basic Materials,Specialty Chemicals,92.69000244140625,92.39,94.48,90.85,129.8,74.0,,0.54,17-Sep-2025,94.3815936,-4.1100003,-0.9560000000000001,1.98205,0.04506587918701172,0.13220375048217772
NSE:ALIVUS,Alivus Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,943.4000244140625,936.6,949.0,934.35,1251.0,850.0,23.426868,0.53,17-Sep-2025,11573.7255936,20.652,25.795,696.139264,1.9143473295410156,7.901918604492187
NSE:ALICON,Alicon Castalloy Limited,Industrials,Metal Fabrication,858.9500122070312,865.85,882.15,855.4,1503.9,597.15,38.901722,0.64,17-Sep-2025,1403.2494592,2.1399999999999997,5.975,191.7808768,0.5507587478271484,0.8732085824096679
NSE:ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5503.0,5503.0,5529.0,5461.0,6375.55,4491.65,28.819063,0.29,17-Sep-2025,65796.6170112,17.172001,19.322,2597.7749504,22.9733741,89.7396222
NSE:ALKYLAMINE,Alkyl Amines Chemicals Limited,Basic Materials,Specialty Chemicals,2093.60009765625,2074.6,2116.8,2067.0,2498.85,1508.0,57.3432,0.48,17-Sep-2025,10706.7547648,11.833,14.469999999999999,297.0368,3.252407751708984,19.988856292382813
NSE:ALLTIME,,Consumer Defensive,Household & Personal Products,291.0,296.85,296.75,290.05,334.9,271.05,39.89726,,17-Sep-2025,1907.914752,8.1750005,14.017001,101.990048,4.3587144,68.956524
NSE:ALLDIGI,Alldigi Tech Limited,Industrials,Specialty Business Services,937.0,943.75,950.0,933.8,1150.0,811.05,21.53528,6.36,17-Sep-2025,1427.828736,11.81,16.073,106.06,0.1762497,1.1896152
NSE:ALMONDZ,Almondz Global Securities Limited,Financial Services,Capital Markets,20.200000762939453,20.1,20.7,20.0,35.14,18.41,19.056606,,17-Sep-2025,353.0354176,12.254,12.258001,,0.3356674526779175,0.5995885426460266
NSE:ALOKINDS,Alok Industries Limited,Consumer Cyclical,Textile Manufacturing,18.950000762939453,18.82,19.13,18.88,28.0,14.01,,,17-Sep-2025,9409.1296768,-21.489,-5.154,-86.5574976,8.779891613484192,42.91411298275032
NSE:ALPA,Alpa Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,94.97000122070312,94.62,95.54,94.49,144.5,90.36,7.634245,,17-Sep-2025,199.8225792,23.768998999999997,-0.677,4.6981752,0.10188381730957032,0.18729033940734863
NSE:ALLCARGO,Allcargo Logistics Limited,Industrials,Integrated Freight & Logistics,33.72999954223633,33.01,33.97,33.15,69.4,26.39,,6.36,17-Sep-2025,3321.9528704,-0.434,5.604,550.6599936,6.871303483746719,9.43836894790802
NSE:AMANTA,,Healthcare,Drug Manufacturers - Specialty & Generic,139.64999389648438,141.88,142.0,137.55,149.0,134.5,51.53136,,17-Sep-2025,542.252544,3.8219999999999996,19.753,57.8465984,1.4903726648620605,7.778644310028076
NSE:AMBICAAGAR,Ambica Agarbathies Aroma & Industries Limited,Consumer Defensive,Household & Personal Products,27.139999389648438,26.71,27.89,26.35,36.95,23.99,5.811563,,17-Sep-2025,46.6194624,0.387,8.2770005,9.7164248,0.03398199323577881,0.1435488847717285
NSE:AMBIKCO,Ambika Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing,1540.0,1531.0,1557.0,1530.1,1844.0,1273.05,14.6624775,2.42,17-Sep-2025,881.6499712,8.7790005,11.486,82.9516736,1.612688,1.360282
NSE:AMDIND,AMD Industries Limited,Consumer Cyclical,Packaging & Containers,61.65999984741211,59.57,64.25,59.59,77.7,39.98,,,17-Sep-2025,118.7374336,-0.464,4.709,22.0217504,1.0702757793514253,0.22872776943397521
NSE:AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,576.0999755859375,573.65,581.6,575.7,643.3,453.05,32.82621,0.35,17-Sep-2025,142401.5491072,11.681999999999999,10.686,6243.262464,142.38489487598878,164.7597537777832
